year,country,wine_type,activity_type,quantity
2008,Austria,Red and rose wine,Degree of self-sufficiency (%),2839
2008,Austria,Red and rose wine,Vinegar manufacture (1000 hl),0
2008,Austria,Red and rose wine,Imports0 bottled (1000 hl),0
2008,Austria,Red and rose wine,Exports0 bottled (1000 hl),0
2008,Austria,White wine,Official production (1000 hl),1583.2
2008,Austria,White wine,Most intended for the production of grape juice (1000 hl),21.2
2008,Austria,White wine,Usable production (1000 hl),1562
2008,Austria,White wine,Total production other than for vinification (1000 hl),21.2
2008,Austria,White wine,Losses from evaporation (1000 hl),0
2008,Austria,White wine,Imports from EU (1000 t),0
2008,Austria,White wine,Imports from third countries (1000 hl),11.9
2008,Austria,White wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),365.7
2008,Austria,White wine,Gross human consumption (1000 hl),1497.5
2008,Austria,White wine,Degree of self-sufficiency (%),102541
2008,Austria,White wine,Vinegar manufacture (1000 hl),9
2008,Austria,White wine,Imports0 bottled (1000 hl),5.1
2008,Austria,White wine,Exports0 bottled (1000 hl),28.4
2008,Austria,Quality wines P.S.R. - Total,Official production (1000 hl),2287.6
2008,Austria,Quality wines P.S.R. - Total,Most intended for the production of grape juice (1000 hl),0
2008,Austria,Quality wines P.S.R. - Total,Usable production (1000 hl),2287.6
2008,Austria,Quality wines P.S.R. - Total,Total production other than for vinification (1000 hl),0
2008,Austria,Quality wines P.S.R. - Total,Losses from evaporation (1000 hl),0
2008,Austria,Quality wines P.S.R. - Total,Imports from EU (1000 t),0
2008,Austria,Quality wines P.S.R. - Total,Imports from third countries (1000 hl),0
2008,Austria,Quality wines P.S.R. - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),288.3
2008,Austria,Quality wines P.S.R. - Total,Gross human consumption (1000 hl),1976.3
2008,Austria,Quality wines P.S.R. - Total,Degree of self-sufficiency (%),114426
2008,Austria,Quality wines P.S.R. - Total,Vinegar manufacture (1000 hl),0
2008,Austria,Quality wines P.S.R. - Total,Imports0 bottled (1000 hl),0
2008,Austria,Quality wines P.S.R. - Total,Exports0 bottled (1000 hl),23.6
2009,Austria,Vermouth,Official production (1000 hl),0
2009,Austria,Vermouth,Most intended for the production of grape juice (1000 hl),0
2009,Austria,Vermouth,Usable production (1000 hl),0
2009,Austria,Vermouth,Total production other than for vinification (1000 hl),0
2009,Austria,Vermouth,Losses from evaporation (1000 hl),0
2009,Austria,Vermouth,Imports from EU (1000 t),0
2009,Austria,Vermouth,Imports from third countries (1000 hl),0
2009,Austria,Vermouth,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2009,Austria,Vermouth,Gross human consumption (1000 hl),0
2009,Austria,Vermouth,Degree of self-sufficiency (%),0
2009,Austria,Vermouth,Vinegar manufacture (1000 hl),0
2009,Austria,Vermouth,Imports0 bottled (1000 hl),0
2009,Austria,Vermouth,Exports0 bottled (1000 hl),0
2009,Austria,Wine - Total,Official production (1000 hl),2993.7
2009,Austria,Wine - Total,Most intended for the production of grape juice (1000 hl),50.3
2009,Austria,Wine - Total,Usable production (1000 hl),2943.4
2009,Austria,Wine - Total,Total production other than for vinification (1000 hl),50.3
2009,Austria,Wine - Total,Losses from evaporation (1000 hl),0
2009,Austria,Wine - Total,Imports from EU (1000 t),0
2009,Austria,Wine - Total,Imports from third countries (1000 hl),40.6
2009,Austria,Wine - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),638.1
2009,Austria,Wine - Total,Gross human consumption (1000 hl),2440
2009,Austria,Wine - Total,Degree of self-sufficiency (%),118.69
2009,Austria,Wine - Total,Vinegar manufacture (1000 hl),9
2009,Austria,Wine - Total,Imports0 bottled (1000 hl),37.8
2009,Austria,Wine - Total,Exports0 bottled (1000 hl),48.8
2009,Austria,Red and rose wine,Official production (1000 hl),0
2009,Austria,Red and rose wine,Most intended for the production of grape juice (1000 hl),0
2009,Austria,Red and rose wine,Usable production (1000 hl),0
2009,Austria,Red and rose wine,Total production other than for vinification (1000 hl),0
2009,Austria,Red and rose wine,Losses from evaporation (1000 hl),0
2009,Austria,Red and rose wine,Imports from EU (1000 t),0
2009,Austria,Red and rose wine,Imports from third countries (1000 hl),0
2009,Austria,Red and rose wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2009,Austria,Red and rose wine,Gross human consumption (1000 hl),0
2009,Austria,Red and rose wine,Degree of self-sufficiency (%),-5784
2009,Austria,Red and rose wine,Vinegar manufacture (1000 hl),0
2009,Austria,Red and rose wine,Imports0 bottled (1000 hl),0
2009,Austria,Red and rose wine,Exports0 bottled (1000 hl),0
2009,Austria,White wine,Official production (1000 hl),1954.1
2009,Austria,White wine,Most intended for the production of grape juice (1000 hl),30.1
2009,Austria,White wine,Usable production (1000 hl),1924
2009,Austria,White wine,Total production other than for vinification (1000 hl),30.1
2009,Austria,White wine,Losses from evaporation (1000 hl),0
2009,Austria,White wine,Imports from EU (1000 t),0
2009,Austria,White wine,Imports from third countries (1000 hl),8.2
2009,Austria,White wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),412.1
2009,Austria,White wine,Gross human consumption (1000 hl),1516.2
2009,Austria,White wine,Degree of self-sufficiency (%),124474
2009,Austria,White wine,Vinegar manufacture (1000 hl),9
2009,Austria,White wine,Imports0 bottled (1000 hl),6
2009,Austria,White wine,Exports0 bottled (1000 hl),31.4
2009,Austria,Quality wines P.S.R. - Total,Official production (1000 hl),2376.5
2009,Austria,Quality wines P.S.R. - Total,Most intended for the production of grape juice (1000 hl),0
2009,Austria,Quality wines P.S.R. - Total,Usable production (1000 hl),2376.5
2009,Austria,Quality wines P.S.R. - Total,Total production other than for vinification (1000 hl),0
2009,Austria,Quality wines P.S.R. - Total,Losses from evaporation (1000 hl),0
2009,Austria,Quality wines P.S.R. - Total,Imports from EU (1000 t),0
2009,Austria,Quality wines P.S.R. - Total,Imports from third countries (1000 hl),0
2009,Austria,Quality wines P.S.R. - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),266.6
2009,Austria,Quality wines P.S.R. - Total,Gross human consumption (1000 hl),2019.5
2009,Austria,Quality wines P.S.R. - Total,Degree of self-sufficiency (%),116307
2009,Austria,Quality wines P.S.R. - Total,Vinegar manufacture (1000 hl),0
2009,Austria,Quality wines P.S.R. - Total,Imports0 bottled (1000 hl),0
2009,Austria,Quality wines P.S.R. - Total,Exports0 bottled (1000 hl),22.3
2010,Austria,Vermouth,Official production (1000 hl),0
2010,Austria,Vermouth,Most intended for the production of grape juice (1000 hl),0
2010,Austria,Vermouth,Usable production (1000 hl),0
2010,Austria,Vermouth,Total production other than for vinification (1000 hl),0
2010,Austria,Vermouth,Losses from evaporation (1000 hl),0
2010,Austria,Vermouth,Imports from EU (1000 t),0
2010,Austria,Vermouth,Imports from third countries (1000 hl),0
2010,Austria,Vermouth,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2010,Austria,Vermouth,Gross human consumption (1000 hl),0
2010,Austria,Vermouth,Degree of self-sufficiency (%),0
2010,Austria,Vermouth,Vinegar manufacture (1000 hl),0
2010,Austria,Vermouth,Imports0 bottled (1000 hl),0
2010,Austria,Vermouth,Exports0 bottled (1000 hl),0
2010,Austria,Wine - Total,Official production (1000 hl),2351.9
2010,Austria,Wine - Total,Most intended for the production of grape juice (1000 hl),38.2
2010,Austria,Wine - Total,Usable production (1000 hl),2313.7
2010,Austria,Wine - Total,Total production other than for vinification (1000 hl),38.2
2010,Austria,Wine - Total,Losses from evaporation (1000 hl),0
2010,Austria,Wine - Total,Imports from EU (1000 t),0
2010,Austria,Wine - Total,Imports from third countries (1000 hl),46.2
2010,Austria,Wine - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),668.7
2010,Austria,Wine - Total,Gross human consumption (1000 hl),2664
2010,Austria,Wine - Total,Degree of self-sufficiency (%),85147
2010,Austria,Wine - Total,Vinegar manufacture (1000 hl),15
2010,Austria,Wine - Total,Imports0 bottled (1000 hl),36.4
2010,Austria,Wine - Total,Exports0 bottled (1000 hl),54.5
2010,Austria,Red and rose wine,Official production (1000 hl),0
2010,Austria,Red and rose wine,Most intended for the production of grape juice (1000 hl),0
2010,Austria,Red and rose wine,Usable production (1000 hl),0
2010,Austria,Red and rose wine,Total production other than for vinification (1000 hl),0
2010,Austria,Red and rose wine,Losses from evaporation (1000 hl),0
2010,Austria,Red and rose wine,Imports from EU (1000 t),0
2010,Austria,Red and rose wine,Imports from third countries (1000 hl),0
2010,Austria,Red and rose wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2010,Austria,Red and rose wine,Gross human consumption (1000 hl),0
2010,Austria,Red and rose wine,Degree of self-sufficiency (%),3351
2010,Austria,Red and rose wine,Vinegar manufacture (1000 hl),0
2010,Austria,Red and rose wine,Imports0 bottled (1000 hl),0
2010,Austria,Red and rose wine,Exports0 bottled (1000 hl),0
2010,Austria,White wine,Official production (1000 hl),1437.1
2010,Austria,White wine,Most intended for the production of grape juice (1000 hl),20.8
2010,Austria,White wine,Usable production (1000 hl),1416.3
2010,Austria,White wine,Total production other than for vinification (1000 hl),20.8
2010,Austria,White wine,Losses from evaporation (1000 hl),0
2010,Austria,White wine,Imports from EU (1000 t),0
2010,Austria,White wine,Imports from third countries (1000 hl),7.4
2010,Austria,White wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),431.9
2010,Austria,White wine,Gross human consumption (1000 hl),1687.3
2010,Austria,White wine,Degree of self-sufficiency (%),81796
2010,Austria,White wine,Vinegar manufacture (1000 hl),15
2010,Austria,White wine,Imports0 bottled (1000 hl),6.6
2010,Austria,White wine,Exports0 bottled (1000 hl),35.5
2010,Austria,Quality wines P.S.R. - Total,Official production (1000 hl),2011.6
2010,Austria,Quality wines P.S.R. - Total,Most intended for the production of grape juice (1000 hl),0
2010,Austria,Quality wines P.S.R. - Total,Usable production (1000 hl),2011.6
2010,Austria,Quality wines P.S.R. - Total,Total production other than for vinification (1000 hl),0
2010,Austria,Quality wines P.S.R. - Total,Losses from evaporation (1000 hl),0
2010,Austria,Quality wines P.S.R. - Total,Imports from EU (1000 t),0
2010,Austria,Quality wines P.S.R. - Total,Imports from third countries (1000 hl),5.8
2010,Austria,Quality wines P.S.R. - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),365
2010,Austria,Quality wines P.S.R. - Total,Gross human consumption (1000 hl),2165.7
2010,Austria,Quality wines P.S.R. - Total,Degree of self-sufficiency (%),92026
2010,Austria,Quality wines P.S.R. - Total,Vinegar manufacture (1000 hl),0
2010,Austria,Quality wines P.S.R. - Total,Imports0 bottled (1000 hl),5.6
2010,Austria,Quality wines P.S.R. - Total,Exports0 bottled (1000 hl),24.9
2011,Austria,Vermouth,Official production (1000 hl),0
2011,Austria,Vermouth,Most intended for the production of grape juice (1000 hl),0
2011,Austria,Vermouth,Usable production (1000 hl),0
2011,Austria,Vermouth,Total production other than for vinification (1000 hl),0
2011,Austria,Vermouth,Losses from evaporation (1000 hl),0
2011,Austria,Vermouth,Imports from EU (1000 t),0
2011,Austria,Vermouth,Imports from third countries (1000 hl),0
2011,Austria,Vermouth,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2011,Austria,Vermouth,Gross human consumption (1000 hl),0
2011,Austria,Vermouth,Degree of self-sufficiency (%),0
2011,Austria,Vermouth,Vinegar manufacture (1000 hl),0
2011,Austria,Vermouth,Imports0 bottled (1000 hl),0
2011,Austria,Vermouth,Exports0 bottled (1000 hl),0
2011,Austria,Wine - Total,Official production (1000 hl),1737.4
2011,Austria,Wine - Total,Most intended for the production of grape juice (1000 hl),26.8
2011,Austria,Wine - Total,Usable production (1000 hl),1710.6
2011,Austria,Wine - Total,Total production other than for vinification (1000 hl),26.8
2011,Austria,Wine - Total,Losses from evaporation (1000 hl),0
2011,Austria,Wine - Total,Imports from EU (1000 t),0
2011,Austria,Wine - Total,Imports from third countries (1000 hl),55.8
2011,Austria,Wine - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),512.4
2011,Austria,Wine - Total,Gross human consumption (1000 hl),2545.7
2011,Austria,Wine - Total,Degree of self-sufficiency (%),0
2011,Austria,Wine - Total,Vinegar manufacture (1000 hl),15
2011,Austria,Wine - Total,Imports0 bottled (1000 hl),44.6
2011,Austria,Wine - Total,Exports0 bottled (1000 hl),48.4
2011,Austria,Red and rose wine,Official production (1000 hl),0
2011,Austria,Red and rose wine,Most intended for the production of grape juice (1000 hl),0
2011,Austria,Red and rose wine,Usable production (1000 hl),0
2011,Austria,Red and rose wine,Total production other than for vinification (1000 hl),0
2011,Austria,Red and rose wine,Losses from evaporation (1000 hl),0
2011,Austria,Red and rose wine,Imports from EU (1000 t),0
2011,Austria,Red and rose wine,Imports from third countries (1000 hl),0
2011,Austria,Red and rose wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2011,Austria,Red and rose wine,Gross human consumption (1000 hl),0
2011,Austria,Red and rose wine,Degree of self-sufficiency (%),0
2011,Austria,Red and rose wine,Vinegar manufacture (1000 hl),0
2011,Austria,Red and rose wine,Imports0 bottled (1000 hl),0
2011,Austria,Red and rose wine,Exports0 bottled (1000 hl),0
2011,Austria,White wine,Official production (1000 hl),1064.7
2011,Austria,White wine,Most intended for the production of grape juice (1000 hl),13.8
2011,Austria,White wine,Usable production (1000 hl),1050.9
2011,Austria,White wine,Total production other than for vinification (1000 hl),13.8
2011,Austria,White wine,Losses from evaporation (1000 hl),0
2011,Austria,White wine,Imports from EU (1000 t),0
2011,Austria,White wine,Imports from third countries (1000 hl),7.2
2011,Austria,White wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),306.6
2011,Austria,White wine,Gross human consumption (1000 hl),1563.1
2011,Austria,White wine,Degree of self-sufficiency (%),0
2011,Austria,White wine,Vinegar manufacture (1000 hl),15
2011,Austria,White wine,Imports0 bottled (1000 hl),5.4
2011,Austria,White wine,Exports0 bottled (1000 hl),30.2
2011,Austria,Quality wines P.S.R. - Total,Official production (1000 hl),0
2011,Austria,Quality wines P.S.R. - Total,Most intended for the production of grape juice (1000 hl),0
2011,Austria,Quality wines P.S.R. - Total,Usable production (1000 hl),0
2011,Austria,Quality wines P.S.R. - Total,Total production other than for vinification (1000 hl),0
2011,Austria,Quality wines P.S.R. - Total,Losses from evaporation (1000 hl),0
2011,Austria,Quality wines P.S.R. - Total,Imports from EU (1000 t),0
2011,Austria,Quality wines P.S.R. - Total,Imports from third countries (1000 hl),0
2011,Austria,Quality wines P.S.R. - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2011,Austria,Quality wines P.S.R. - Total,Gross human consumption (1000 hl),0
2011,Austria,Quality wines P.S.R. - Total,Degree of self-sufficiency (%),0
2011,Austria,Quality wines P.S.R. - Total,Vinegar manufacture (1000 hl),0
2011,Austria,Quality wines P.S.R. - Total,Imports0 bottled (1000 hl),0
2011,Austria,Quality wines P.S.R. - Total,Exports0 bottled (1000 hl),0
2012,Austria,Vermouth,Official production (1000 hl),0
2012,Austria,Vermouth,Most intended for the production of grape juice (1000 hl),0
2012,Austria,Vermouth,Usable production (1000 hl),0
2012,Austria,Vermouth,Total production other than for vinification (1000 hl),0
2012,Austria,Vermouth,Losses from evaporation (1000 hl),0
2012,Austria,Vermouth,Imports from EU (1000 t),0
2012,Austria,Vermouth,Imports from third countries (1000 hl),0
2012,Austria,Vermouth,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2012,Austria,Vermouth,Gross human consumption (1000 hl),0
2012,Austria,Vermouth,Degree of self-sufficiency (%),0
2012,Austria,Vermouth,Vinegar manufacture (1000 hl),0
2012,Austria,Vermouth,Imports0 bottled (1000 hl),0
2012,Austria,Vermouth,Exports0 bottled (1000 hl),0
2012,Austria,Wine - Total,Official production (1000 hl),2814.8
2012,Austria,Wine - Total,Most intended for the production of grape juice (1000 hl),31.7
2012,Austria,Wine - Total,Usable production (1000 hl),2783.1
2012,Austria,Wine - Total,Total production other than for vinification (1000 hl),31.7
2012,Austria,Wine - Total,Losses from evaporation (1000 hl),0
2012,Austria,Wine - Total,Imports from EU (1000 t),0
2012,Austria,Wine - Total,Imports from third countries (1000 hl),57.1
2012,Austria,Wine - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),465.8
2012,Austria,Wine - Total,Gross human consumption (1000 hl),2578
2012,Austria,Wine - Total,Degree of self-sufficiency (%),0
2012,Austria,Wine - Total,Vinegar manufacture (1000 hl),15
2012,Austria,Wine - Total,Imports0 bottled (1000 hl),45.9
2012,Austria,Wine - Total,Exports0 bottled (1000 hl),53.4
2012,Austria,Red and rose wine,Official production (1000 hl),0
2012,Austria,Red and rose wine,Most intended for the production of grape juice (1000 hl),0
2012,Austria,Red and rose wine,Usable production (1000 hl),0
2012,Austria,Red and rose wine,Total production other than for vinification (1000 hl),0
2012,Austria,Red and rose wine,Losses from evaporation (1000 hl),0
2012,Austria,Red and rose wine,Imports from EU (1000 t),0
2012,Austria,Red and rose wine,Imports from third countries (1000 hl),0
2012,Austria,Red and rose wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2012,Austria,Red and rose wine,Gross human consumption (1000 hl),0
2012,Austria,Red and rose wine,Degree of self-sufficiency (%),0
2012,Austria,Red and rose wine,Vinegar manufacture (1000 hl),0
2012,Austria,Red and rose wine,Imports0 bottled (1000 hl),0
2012,Austria,Red and rose wine,Exports0 bottled (1000 hl),0
2012,Austria,White wine,Official production (1000 hl),1850.4
2012,Austria,White wine,Most intended for the production of grape juice (1000 hl),16.2
2012,Austria,White wine,Usable production (1000 hl),1834.2
2012,Austria,White wine,Total production other than for vinification (1000 hl),16.2
2012,Austria,White wine,Losses from evaporation (1000 hl),0
2012,Austria,White wine,Imports from EU (1000 t),0
2012,Austria,White wine,Imports from third countries (1000 hl),8.9
2012,Austria,White wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),277.4
2012,Austria,White wine,Gross human consumption (1000 hl),1669.7
2012,Austria,White wine,Degree of self-sufficiency (%),0
2012,Austria,White wine,Vinegar manufacture (1000 hl),15
2012,Austria,White wine,Imports0 bottled (1000 hl),8.8
2012,Austria,White wine,Exports0 bottled (1000 hl),34.6
2012,Austria,Quality wines P.S.R. - Total,Official production (1000 hl),0
2012,Austria,Quality wines P.S.R. - Total,Most intended for the production of grape juice (1000 hl),0
2012,Austria,Quality wines P.S.R. - Total,Usable production (1000 hl),0
2012,Austria,Quality wines P.S.R. - Total,Total production other than for vinification (1000 hl),0
2012,Austria,Quality wines P.S.R. - Total,Losses from evaporation (1000 hl),0
2012,Austria,Quality wines P.S.R. - Total,Imports from EU (1000 t),0
2012,Austria,Quality wines P.S.R. - Total,Imports from third countries (1000 hl),0
2012,Austria,Quality wines P.S.R. - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2012,Austria,Quality wines P.S.R. - Total,Gross human consumption (1000 hl),0
2012,Austria,Quality wines P.S.R. - Total,Degree of self-sufficiency (%),0
2012,Austria,Quality wines P.S.R. - Total,Vinegar manufacture (1000 hl),0
2012,Austria,Quality wines P.S.R. - Total,Imports0 bottled (1000 hl),0
2012,Austria,Quality wines P.S.R. - Total,Exports0 bottled (1000 hl),0
2013,Austria,Vermouth,Official production (1000 hl),0
2013,Austria,Vermouth,Most intended for the production of grape juice (1000 hl),0
2013,Austria,Vermouth,Usable production (1000 hl),0
2013,Austria,Vermouth,Total production other than for vinification (1000 hl),0
2013,Austria,Vermouth,Losses from evaporation (1000 hl),0
2013,Austria,Vermouth,Imports from EU (1000 t),0
2013,Austria,Vermouth,Imports from third countries (1000 hl),0
2013,Austria,Vermouth,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2013,Austria,Vermouth,Gross human consumption (1000 hl),0
2013,Austria,Vermouth,Degree of self-sufficiency (%),0
2013,Austria,Vermouth,Vinegar manufacture (1000 hl),0
2013,Austria,Vermouth,Imports0 bottled (1000 hl),0
2013,Austria,Vermouth,Exports0 bottled (1000 hl),0
2013,Austria,Wine - Total,Official production (1000 hl),2154.8
2013,Austria,Wine - Total,Most intended for the production of grape juice (1000 hl),30.4
2013,Austria,Wine - Total,Usable production (1000 hl),2124.4
2013,Austria,Wine - Total,Total production other than for vinification (1000 hl),30.4
2013,Austria,Wine - Total,Losses from evaporation (1000 hl),0
2013,Austria,Wine - Total,Imports from EU (1000 t),0
2013,Austria,Wine - Total,Imports from third countries (1000 hl),74.4
2013,Austria,Wine - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),448.6
2013,Austria,Wine - Total,Gross human consumption (1000 hl),2476.8
2013,Austria,Wine - Total,Degree of self-sufficiency (%),0
2013,Austria,Wine - Total,Vinegar manufacture (1000 hl),17
2013,Austria,Wine - Total,Imports0 bottled (1000 hl),43.1
2013,Austria,Wine - Total,Exports0 bottled (1000 hl),53.2
2013,Austria,Red and rose wine,Official production (1000 hl),0
2013,Austria,Red and rose wine,Most intended for the production of grape juice (1000 hl),0
2013,Austria,Red and rose wine,Usable production (1000 hl),0
2013,Austria,Red and rose wine,Total production other than for vinification (1000 hl),0
2013,Austria,Red and rose wine,Losses from evaporation (1000 hl),0
2013,Austria,Red and rose wine,Imports from EU (1000 t),0
2013,Austria,Red and rose wine,Imports from third countries (1000 hl),0
2013,Austria,Red and rose wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2013,Austria,Red and rose wine,Gross human consumption (1000 hl),0
2013,Austria,Red and rose wine,Degree of self-sufficiency (%),0
2013,Austria,Red and rose wine,Vinegar manufacture (1000 hl),0
2013,Austria,Red and rose wine,Imports0 bottled (1000 hl),0
2013,Austria,Red and rose wine,Exports0 bottled (1000 hl),0
2013,Austria,White wine,Official production (1000 hl),1352
2013,Austria,White wine,Most intended for the production of grape juice (1000 hl),13.6
2013,Austria,White wine,Usable production (1000 hl),1338.4
2013,Austria,White wine,Total production other than for vinification (1000 hl),13.6
2013,Austria,White wine,Losses from evaporation (1000 hl),0
2013,Austria,White wine,Imports from EU (1000 t),0
2013,Austria,White wine,Imports from third countries (1000 hl),23.6
2013,Austria,White wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),267
2013,Austria,White wine,Gross human consumption (1000 hl),1600.6
2013,Austria,White wine,Degree of self-sufficiency (%),0
2013,Austria,White wine,Vinegar manufacture (1000 hl),17
2013,Austria,White wine,Imports0 bottled (1000 hl),8.7
2013,Austria,White wine,Exports0 bottled (1000 hl),32.7
2013,Austria,Quality wines P.S.R. - Total,Official production (1000 hl),0
2013,Austria,Quality wines P.S.R. - Total,Most intended for the production of grape juice (1000 hl),0
2013,Austria,Quality wines P.S.R. - Total,Usable production (1000 hl),0
2013,Austria,Quality wines P.S.R. - Total,Total production other than for vinification (1000 hl),0
2013,Austria,Quality wines P.S.R. - Total,Losses from evaporation (1000 hl),0
2013,Austria,Quality wines P.S.R. - Total,Imports from EU (1000 t),0
2013,Austria,Quality wines P.S.R. - Total,Imports from third countries (1000 hl),0
2013,Austria,Quality wines P.S.R. - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2013,Austria,Quality wines P.S.R. - Total,Gross human consumption (1000 hl),0
2013,Austria,Quality wines P.S.R. - Total,Degree of self-sufficiency (%),0
2013,Austria,Quality wines P.S.R. - Total,Vinegar manufacture (1000 hl),0
2013,Austria,Quality wines P.S.R. - Total,Imports0 bottled (1000 hl),0
2013,Austria,Quality wines P.S.R. - Total,Exports0 bottled (1000 hl),0
2014,Austria,Vermouth,Official production (1000 hl),0
2014,Austria,Vermouth,Most intended for the production of grape juice (1000 hl),0
2014,Austria,Vermouth,Usable production (1000 hl),0
2014,Austria,Vermouth,Total production other than for vinification (1000 hl),0
2014,Austria,Vermouth,Losses from evaporation (1000 hl),0
2014,Austria,Vermouth,Imports from EU (1000 t),0
2014,Austria,Vermouth,Imports from third countries (1000 hl),0
2014,Austria,Vermouth,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2014,Austria,Vermouth,Gross human consumption (1000 hl),0
2014,Austria,Vermouth,Degree of self-sufficiency (%),0
2014,Austria,Vermouth,Vinegar manufacture (1000 hl),0
2014,Austria,Vermouth,Imports0 bottled (1000 hl),0
2014,Austria,Vermouth,Exports0 bottled (1000 hl),0
2014,Austria,Wine - Total,Official production (1000 hl),2392
2014,Austria,Wine - Total,Most intended for the production of grape juice (1000 hl),38.6
2014,Austria,Wine - Total,Usable production (1000 hl),2353.4
2014,Austria,Wine - Total,Total production other than for vinification (1000 hl),38.6
2014,Austria,Wine - Total,Losses from evaporation (1000 hl),0
2014,Austria,Wine - Total,Imports from EU (1000 t),0
2014,Austria,Wine - Total,Imports from third countries (1000 hl),57.6
2014,Austria,Wine - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),488.1
2014,Austria,Wine - Total,Gross human consumption (1000 hl),2665.8
2014,Austria,Wine - Total,Degree of self-sufficiency (%),0
2014,Austria,Wine - Total,Vinegar manufacture (1000 hl),25.8
2014,Austria,Wine - Total,Imports0 bottled (1000 hl),40.8
2014,Austria,Wine - Total,Exports0 bottled (1000 hl),57.1
2014,Austria,Red and rose wine,Official production (1000 hl),0
2014,Austria,Red and rose wine,Most intended for the production of grape juice (1000 hl),0
2014,Austria,Red and rose wine,Usable production (1000 hl),0
2014,Austria,Red and rose wine,Total production other than for vinification (1000 hl),0
2014,Austria,Red and rose wine,Losses from evaporation (1000 hl),0
2014,Austria,Red and rose wine,Imports from EU (1000 t),0
2014,Austria,Red and rose wine,Imports from third countries (1000 hl),0
2014,Austria,Red and rose wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2014,Austria,Red and rose wine,Gross human consumption (1000 hl),0
2014,Austria,Red and rose wine,Degree of self-sufficiency (%),0
2014,Austria,Red and rose wine,Vinegar manufacture (1000 hl),0
2014,Austria,Red and rose wine,Imports0 bottled (1000 hl),0
2014,Austria,Red and rose wine,Exports0 bottled (1000 hl),0
2014,Austria,White wine,Official production (1000 hl),1482.1
2014,Austria,White wine,Most intended for the production of grape juice (1000 hl),15.7
2014,Austria,White wine,Usable production (1000 hl),1466.4
2014,Austria,White wine,Total production other than for vinification (1000 hl),15.7
2014,Austria,White wine,Losses from evaporation (1000 hl),0
2014,Austria,White wine,Imports from EU (1000 t),0
2014,Austria,White wine,Imports from third countries (1000 hl),23.7
2014,Austria,White wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),292.2
2014,Austria,White wine,Gross human consumption (1000 hl),1761
2014,Austria,White wine,Degree of self-sufficiency (%),0
2014,Austria,White wine,Vinegar manufacture (1000 hl),25.8
2014,Austria,White wine,Imports0 bottled (1000 hl),8.3
2014,Austria,White wine,Exports0 bottled (1000 hl),35.5
2014,Austria,Quality wines P.S.R. - Total,Official production (1000 hl),0
2014,Austria,Quality wines P.S.R. - Total,Most intended for the production of grape juice (1000 hl),0
2014,Austria,Quality wines P.S.R. - Total,Usable production (1000 hl),0
2014,Austria,Quality wines P.S.R. - Total,Total production other than for vinification (1000 hl),0
2014,Austria,Quality wines P.S.R. - Total,Losses from evaporation (1000 hl),0
2014,Austria,Quality wines P.S.R. - Total,Imports from EU (1000 t),0
2014,Austria,Quality wines P.S.R. - Total,Imports from third countries (1000 hl),0
2014,Austria,Quality wines P.S.R. - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2014,Austria,Quality wines P.S.R. - Total,Gross human consumption (1000 hl),0
2014,Austria,Quality wines P.S.R. - Total,Degree of self-sufficiency (%),0
2014,Austria,Quality wines P.S.R. - Total,Vinegar manufacture (1000 hl),0
2014,Austria,Quality wines P.S.R. - Total,Imports0 bottled (1000 hl),0
2014,Austria,Quality wines P.S.R. - Total,Exports0 bottled (1000 hl),0
2015,Austria,Vermouth,Official production (1000 hl),0
2015,Austria,Vermouth,Most intended for the production of grape juice (1000 hl),0
2015,Austria,Vermouth,Usable production (1000 hl),0
